Protein	HG_RPMI_exp_1	HG_RPMI_exp_2	HG_RPMI_exp_3	HG_RPMI_stat_1	HG_RPMI_stat_2	HG_RPMI_stat_3	HG_TSB_exp_1	HG_TSB_exp_2	HG_TSB_exp_3	HG_TSB_stat_1	HG_TSB_stat_2	HG_TSB_stat_3	ST_RPMI_exp_1	ST_RPMI_exp_2	ST_RPMI_exp_3	ST_RPMI_stat_1	ST_RPMI_stat_2	ST_RPMI_stat_3	ST_TSB_exp_1	ST_TSB_exp_2	ST_TSB_exp_3	ST_TSB_stat_1	ST_TSB_stat_2	ST_TSB_stat_3
CsbD	358818.8382	436880.3458	454199.0375	2279068.307	2445753.533	3094943.59	479709.3689	435692.6545	555025.9345	2151537.041	2136003.097	1851846.837	350868.7152	366114.258	418921.7148	2018569.129	1782963.394	1318512.384	389091.268	243238.0633	262600.1205	1374848.48	1448179.798	1439613.675
SAOUHSC_00845	334903.5158	311364.9147	355560.9565	1251427.489	1369773.942	2055640.365	232821.5539	247391.6237	399521.2015	1986658.844	1383373.827	1483236.759	318896.4782	271697.7918	260157.1482	1281316.234	1082668.111	1068370.336	272222.9802	143541.3848	189768.1094	695526.1019	1099238.768	1444422.86
SAOUHSC_00057	1801.731161	2255.583197	3652.483991	9543.435283	7114.386075	8097.723981	7781.702594	5536.217478	5828.630793	15800.56527	13347.29166	14821.57181	1077.738253	NA	NA	3362.271597	6514.257807	6682.699146	3417.52584	4874.967812	3676.166	11412.07439	8515.309173	8468.668293
SAOUHSC_00531	55335.90813	41997.75915	57816.78875	32199.4346	40124.09221	39910.54321	59299.36457	64402.27691	46740.88025	35107.06243	26950.14023	27828.86232	33306.27017	38165.92129	32919.25014	34529.63791	64811.77934	39250.5122	67394.6947	46611.46374	54514.41146	32080.28034	22180.6189	28603.99253
MurG	25301.96897	23363.18751	15386.70604	27382.30974	36545.65947	40669.89233	50340.42128	48450.61039	43729.28505	46152.84919	39197.32204	37566.57787	20704.86578	22004.28164	33654.22766	28603.04708	14927.06963	23663.12686	55919.78958	45273.21947	56647.08607	58230.74673	43240.78533	49068.67566
Pgk	381442.3714	442084.6205	483337.1138	318912.4853	447369.3399	459039.2804	413759.7261	584123.9768	376128.5162	318590.2068	261605.6815	334124.5165	474695.5063	401486.9407	409009.2952	470444.0099	401171.1489	342249.3986	423198.1188	291985.9919	352491.3162	381965.9494	387979.3891	299261.5851
SAOUHSC_01896	99425.03824	92595.67718	116039.23	1160.208398	NA	14707.26392	96418.17071	82776.19617	76741.69564	NA	995.545969	NA	99883.51038	51101.67699	91994.26009	31776.25357	18210.20216	2443.226834	90400.94357	60239.24701	78026.42934	NA	NA	NA
SAOUHSC_00182	NA	NA	NA	NA	NA	NA	48075.48815	45017.81853	29496.72248	NA	NA	NA	70463.46879	NA	81027.52761	NA	NA	NA	83942.55594	55204.74284	93385.88562	27619.13332	30249.24664	NA
GyrB	50728.32067	53111.96568	48328.95571	24484.91274	20902.38289	28390.32016	58821.98334	68914.62105	72800.55013	79180.34922	67982.56845	79496.79488	59131.02949	55358.09158	60153.41531	24230.0574	25294.27882	17957.75094	72715.30605	51407.07447	79219.65813	76230.38775	74011.07632	70212.57819
EutD	534691.2783	542248.0613	553629.2458	322711.4716	377523.4255	358216.3344	567221.7982	506833.4364	424325.1498	474119.2271	474896.8603	446625.4055	369241.7106	441104.8768	416031.3922	356999.4658	352258.9908	358293.2833	450773.7019	383476.9745	447385.6077	539966.6957	453585.6315	484853.1093
RpmA	1198956.564	1663058.983	1518833.804	610665.7279	694502.1467	868189.3294	1770615.219	1966104.969	2036210.352	583578.9123	650087.4074	668158.6324	1534461.873	1344177.182	1617188.903	903203.8684	807740.9373	479921.5918	2204234.334	1490557.113	2081907.371	461401.193	615408.5541	562424.6916
FadA	NA	NA	NA	NA	NA	NA	27486.97856	NA	NA	342549.5558	324665.2268	341801.7492	NA	NA	NA	NA	NA	NA	13381.23271	NA	NA	246599.3974	272677.4429	335868.5471
TreP	NA	NA	NA	NA	NA	NA	6882.455913	NA	NA	28649.04855	24627.55202	27747.833	NA	NA	NA	NA	NA	NA	5743.152585	NA	NA	17886.62767	19647.93125	22516.95384
SAOUHSC_01399	27337.44218	25254.94797	29739.31826	51228.45054	67291.30172	76751.18208	10587.41867	15622.13891	NA	24946.49128	23844.45868	24573.86757	54439.93374	13278.03003	100159.2858	83671.17992	173001.5286	152532.0076	14639.22957	NA	NA	32746.6254	13416.62129	35574.57791
RpsC	1574387.748	1661044.61	1731279.293	930248.0776	1082061.965	1229408.024	2989586.739	2965655.83	2928430.606	924376.733	790066.1738	885084.8653	1904289.076	1562161.295	1601205.86	1281977.049	1173410.846	778250.2778	2775722.184	1690578.578	2544478.42	872131.4532	807435.5631	730822.7363
TopB	26026.10307	34748.92405	29676.16742	4731.950318	4453.608874	4783.123759	38535.00765	34414.75205	35172.94672	18709.07673	13986.34866	16323.33897	37990.15879	38320.51616	38597.76752	6416.813311	13338.44108	12590.8117	38144.80722	31593.27247	35353.55657	12709.81446	15071.90913	13611.51155
TrxA	46988.30596	26025.38136	42645.26926	63455.45164	45775.5353	65530.36891	31567.49906	27959.16691	32485.04622	53225.57545	55247.38353	50269.95681	27414.44083	15743.86594	17779.26183	52499.42229	76759.48903	95743.93929	33284.59584	14451.8009	27858.3223	53793.10833	40593.0653	52028.09963
CoaD	51924.74173	72341.0892	84352.0618	24887.06112	59276.3362	39195.50976	99920.8457	84449.31912	72482.73837	30619.92728	28924.26916	29420.32778	73940.20477	90307.90025	55499.25605	56385.82271	41504.33186	27742.99499	68947.97521	70571.86369	57997.082	32261.38744	26691.10445	64861.66868
SAOUHSC_00371	155277.8842	157017.0691	162449.4641	199677.6465	291176.4731	245513.8053	363382.9288	183795.8086	156545.5519	1688026.218	1643989.263	1401360.635	126530.381	120514.9055	106253.3737	202133.0177	319441.6457	233253.758	258661.4953	106512.1012	123473.9673	1209038.835	1168899.116	1307571.768
SAOUHSC_01664	59604.02215	40995.07712	55925.35682	35906.86587	17571.50447	22638.48862	56739.63797	75881.83641	68613.29992	89172.51058	79177.35192	77929.70334	46719.24994	42460.49625	54309.09765	21972.66972	31517.59347	45349.543	78667.24382	53476.3142	67434.83783	100018.7519	79865.9904	119402.4299
PrsA	37334.23002	31192.18786	32141.81617	24844.69215	23500.71135	34286.25877	21504.73392	26289.99587	25763.78161	77855.77854	52725.6163	56833.77276	55071.35515	23658.09106	33151.331	26224.61407	23798.43591	22313.78712	32184.05762	17565.12621	39510.26833	65145.6912	66209.59282	69973.12498
HemQ	206741.7908	174466.2453	227567.5227	350511.6161	272282.2305	317525.1551	165323.0223	136616.7879	119722.6672	256980.5782	235994.4629	279718.1108	184585.4931	186597.2211	206937.0136	301527.7753	284242.5029	207310.1344	128874.5542	120659.7252	135899.3215	354425.9899	274795.5747	299835.763
AusA	NA	NA	NA	NA	NA	NA	4661.762671	NA	NA	19740.53349	23510.68658	16083.17059	11719.45009	7997.890197	9346.523576	3319.061247	3974.264038	3623.603234	7870.172741	5493.544725	5154.985433	25890.819	24433.38083	21468.53494
SAOUHSC_02649	23731.79126	29362.56781	27877.61901	17758.37579	23759.18703	23999.30532	21061.93509	25751.43176	36250.68507	29463.03174	28401.79028	26453.44962	23593.10555	28722.14649	29112.60211	19520.63386	20817.01639	30326.77018	31835.11084	22091.32361	30452.13968	27693.19498	26547.28141	23171.30161
FadE	NA	NA	NA	NA	NA	NA	13707.76049	NA	NA	189684.0698	212950.8409	192484.9286	NA	NA	NA	NA	NA	NA	6284.848953	NA	NA	187171.542	192835.0275	197224.262
PyrC	290287.6895	301015.7563	325114.1363	143570.0021	186899.8508	216880.4313	94112.03955	97084.40793	78609.55665	161950.2132	155925.6675	158143.9832	246997.3339	190783.1285	212044.6472	222019.6936	202410.3404	134742.0652	87782.13951	68026.91312	74435.07759	154421.3964	149464.3946	146946.5031
AhpF	988981.0804	946080.2367	1100421.282	873377.5552	856615.8813	1057127.659	247375.2184	249463.7039	280159.5234	428695.6257	411210.8023	405561.3377	1058816.086	435593.1578	860348.0942	999641.9823	924516.063	716321.845	342878.0563	205715.6033	264268.6012	454486.0273	475591.2829	522758.3075
FdaB	1792395.399	1522138.327	2012249.649	1577850.019	1653486.401	1722103.847	649602.3774	681574.806	564679.6053	739217.9695	699321.7122	690488.1707	1478648.442	1305757.028	1535015.049	1632017.807	1855171.595	1857251.285	461323.2126	414734.3151	568070.2827	757167.7644	626759.9494	734026.0848
Eap|map	10218.51079	9751.386499	11214.49344	9190.536161	3322.396784	5473.389516	7857.756372	NA	NA	44033.35169	35419.75238	35178.07957	54643.53101	43579.94452	44653.2856	36126.44642	36071.25118	43467.6283	22784.38776	12117.72396	12049.54037	119352.475	72903.77595	51504.70869
SAOUHSC_01838	5820.031179	7339.161669	6910.330175	3116.589239	1548.906344	6804.669809	7194.654043	11472.06	10110.6492	19009.78004	15910.65087	21220.83818	7643.739416	5851.727389	6756.662095	7435.174323	9042.886323	11674.81098	9410.189823	7593.001569	10509.48957	31083.59675	18363.44567	20889.31116
Tkt	1111797.012	1187314.313	1294217.22	825471.1602	816514.9216	955137.999	1267222.529	1126484.419	1076426.412	997860.6354	1016428.171	913835.2865	950180.4282	929577.4416	940250.2357	918891.4736	906501.8188	926522.3712	1045178.235	805913.7464	996903.207	1393806.734	1016267.731	931954.1025
SAOUHSC_01877	3960.420801	3205.941173	8272.274392	NA	NA	NA	10539.73354	7674.213637	16874.17197	NA	NA	NA	NA	1405.120893	NA	NA	NA	NA	25386.13494	14335.55129	17117.39907	NA	NA	NA
ThiN	16702.60385	11792.03859	15620.99065	7800.396558	NA	9550.012316	18154.99133	16872.48947	19094.54303	19125.22914	17517.71151	18312.46066	14956.83085	14241.91436	20196.33885	5581.18593	10442.63003	11915.73696	19827.79202	15864.26845	16995.70191	21653.51956	18096.54748	17715.59554
SAOUHSC_02363	74529.31665	59099.01126	67462.4029	135994.2129	145176.1921	147274.7924	85825.27573	79542.95479	73818.79228	184006.4346	167827.1806	172919.949	49494.48229	42530.0719	37524.91234	110412.2911	111025.3139	145864.8276	84316.6628	54395.28646	58384.37575	161298.1965	121136.643	137481.2059
Ldh2	391263.0141	442204.2973	411593.9708	433714.1175	327270.539	425124.8223	247846.8518	174639.241	172123.5643	231592.7484	213018.2704	186265.1565	517205.4992	467004.0722	603620.098	515925.9526	493559.0946	401004.3954	210431.1306	202772.353	184610.7826	251166.5848	290928.7922	272993.0677
ButA	72363.91364	97669.85197	126500.2859	252718.0617	227053.0281	330211.3835	90076.43167	47806.5835	65338.7549	861434.9653	715058.3016	721737.1545	91385.87826	72485.02975	96256.34659	318275.4959	601860.4425	548841.3317	50644.94078	26170.2924	38264.91446	701362.4868	630260.65	767290.5333
CvfC	7562.170532	NA	4973.654642	NA	NA	NA	14922.7878	16345.45198	14930.44284	7379.813832	NA	6120.79731	8664.759013	NA	NA	NA	NA	NA	10060.82547	NA	15804.85131	4526.919149	2775.812455	5867.691703
CbiO	9571.656777	17241.0043	15142.47184	NA	12865.26204	16160.12804	18274.902	15885.56448	14461.74429	8437.867986	8692.259787	8600.915671	16057.10687	15188.49502	16883.21555	10964.2063	6232.768254	6178.70587	15206.51217	9925.20382	14089.77502	7302.696134	6856.636713	6257.836059
TarL'	26920.64322	25423.45013	25504.52147	22419.51971	50161.02124	22962.18006	36712.36343	32448.78856	37751.01656	69343.47193	63324.17097	64666.16727	27023.33868	24105.26484	28536.94425	43294.28756	25129.83733	24385.42951	32841.49228	24609.7637	31485.20169	33998.46689	51524.82124	52901.51929
SAOUHSC_02080	NA	NA	NA	NA	NA	NA	NA	3914.11014	NA	10918.77183	23734.42285	9665.308925	5233.652438	NA	9099.886286	NA	8684.45153	5498.892702	5914.415393	NA	7955.619695	14321.79931	12514.45452	7689.367089
MurE	87404.08105	86011.50402	95385.07208	63882.07136	79259.05794	66286.88855	102303.4439	93028.84716	94475.14708	57512.35703	65016.34362	61769.3852	91720.08383	61636.52228	73451.08538	71027.92005	81771.44725	76680.17079	83255.56469	66419.92531	78239.73329	57366.39472	52758.75566	58103.3948
SAOUHSC_01158	427400.7222	440424.8652	527267.5653	568886.63	610787.9344	813222.6385	358627.4604	404039.0566	297482.6707	349859.2415	342102.0753	352146.7816	423074.3419	453686.5325	430416.7377	724280.1805	593325.3982	427941.4189	383383.5812	258569.8752	298235.2458	365467.2458	361093.3738	353057.6371
PykA	1061378.628	884466.1975	927837.8081	538607.3623	508562.9146	650754.2761	809291.5965	768013.3939	920175.6097	842589.3931	751005.1357	810504.2382	1159624.876	724658.5061	1072391.861	693901.6962	849191.2004	779644.1511	825070.5035	513709.5289	795538.0902	875508.6824	809676.084	863717.4431
FabG	490636.8365	428859.7005	571309.5634	172544.2107	211416.6488	217374.0914	362685.3951	383937.7056	437146.0975	250204.476	193806.8318	230349.2207	429937.8085	296922.7394	411467.3925	233747.8461	392977.9698	343442.8549	506041.8201	337508.3488	458192.5629	184993.5431	179581.783	252494.3744
ParC	101992.9606	91322.33928	95149.60407	47164.01888	40717.94294	48408.96243	112190.9162	141589.4813	155877.9952	81635.97162	82205.44551	73276.80259	111358.5696	89594.95999	98595.01349	57176.30565	69217.20099	58020.31552	135331.533	116376.0737	135910.9367	56035.49032	66369.41997	77983.19148
MsrA1	58922.32848	91098.13922	73976.501	90591.97357	130818.5662	138801.5998	58412.6825	51973.25443	48062.72453	57083.19771	78776.28532	61940.04398	95598.53767	71466.5914	89109.37797	133292.1874	108776.8533	59118.5164	50894.25075	28343.78402	41533.4176	73399.74635	81748.65899	85108.36536
SAOUHSC_00305	115470.9754	75727.5625	99456.48009	39588.27678	43945.30083	39275.88811	29563.18705	30129.89825	49944.69485	56552.42061	40358.08749	53693.51876	96812.37701	50700.05828	64553.19886	67673.50956	120822.8049	180979.9404	42035.98108	26336.25578	39283.7312	59388.19852	66223.20141	52715.47985
AtpA	798083.8174	935704.1797	898253.6005	503517.7031	486514.1506	665088.4795	1177272.255	1060622.213	898542.3383	749857.0685	833147.8479	722178.1941	734842.9164	843675.3464	616375.0558	673670.2836	579337.5216	495067.8224	1098989.383	797060.5312	947761.2027	847180.5385	797906.2813	646390.8028
SAOUHSC_02107	44830.41083	51299.54057	69001.8706	30403.53318	33875.08194	41716.88296	112622.5149	117973.5577	98878.4161	35561.63849	37586.16382	35998.10673	42784.03817	40016.74329	43474.7864	43094.09695	30566.47197	24868.37489	69909.39541	65875.76145	69603.18649	28216.02756	34122.06369	29758.64227
Opp-3A	NA	NA	NA	28609.75333	30735.11079	40337.3265	NA	NA	NA	19450.62963	18133.61329	18086.41832	NA	NA	NA	18660.33432	20930.59368	23464.19195	NA	NA	NA	26986.4265	20985.2954	22529.68573
RplF	1028561.318	1041497.347	1340058.951	678965.1097	425334.4618	742482.3046	1319239.521	1303004.921	1391604.874	450622.8352	417826.3172	470325.6044	1009249.069	786637.8005	1117819.649	527413.6917	550736.0064	696681.6179	1418572.079	1060175.034	1259572.071	516817.4026	413836.9383	441950.0857
SaHPF	90014.99606	52890.33429	55062.6843	203552.9644	160021.5073	216772.0838	61631.30748	19789.69034	41733.41127	758874.5259	538394.6163	657324.6359	65173.74007	29573.67911	42124.48165	141584.7116	246942.0938	312179.6935	94004.91536	25256.51791	30023.2124	550241.4724	523621.4744	757236.3758
Tgt	38723.47485	49829.9879	41218.80266	23758.15886	25129.23936	32105.77532	54792.27174	57509.7162	51914.88091	29267.61581	22963.95757	23684.35768	37345.82168	47520.66987	51792.55967	35819.25748	20125.70561	32814.41034	60766.25061	39757.67421	52217.43585	26082.12954	29330.59636	24814.80585
Coa	7861.100727	13040.85259	10318.87539	NA	NA	NA	NA	4683.68693	NA	NA	NA	NA	25815.20821	17477.7837	20010.94649	NA	3170.58287	NA	18796.17389	18409.11538	20974.81996	NA	8737.404003	15388.76117
RumA	5855.64907	3985.619856	5732.602325	NA	NA	NA	10495.56831	17339.34428	16425.4309	6488.2918	7216.511115	7551.191707	5268.090961	3838.543573	5205.317062	NA	NA	NA	14950.55029	13852.10131	16223.49379	4179.470508	5432.113862	3695.949372
PcrA	46378.22991	40031.02366	34606.96731	15790.375	12929.02601	19250.92158	57028.14152	51929.57364	54105.88761	25612.43649	27238.34066	25588.1075	41695.92064	28759.61759	40621.53806	22022.34683	25812.15204	15877.40573	50895.00477	43473.91095	56088.23107	31003.66116	25126.3703	30557.17543
GuaC	78076.0405	63169.55065	84366.56181	34681.46021	57032.31727	49193.7886	30348.42928	35579.82283	33976.82696	35259.14147	27068.68248	29412.24256	77566.76349	86357.71772	49852.94405	43407.13715	51246.02273	43160.94296	66955.65814	43234.38776	31167.98233	56171.36674	30597.18199	46319.59074
GcvPB	131365.5456	113204.813	111321.7065	82358.07589	66098.79248	89002.91075	52874.49283	51593.86183	60992.95419	161165.8982	130907.919	147334.2338	89002.79742	91194.13958	71693.68894	59253.31823	74513.82051	59887.94084	82404.22	48445.5544	50465.67562	94935.14375	124214.6503	163901.9563
BetB	24394.97871	27825.63139	33908.83582	17013.21383	24987.52566	32636.08382	10024.97891	13423.57964	17980.10646	28223.62749	29618.39625	27894.53233	22351.23351	10671.89024	18666.60238	21821.00806	20978.5835	21084.11873	22362.58364	9799.180548	20263.51339	31871.21575	23021.0573	25383.74094
AsnC	246243.2142	192432.917	262773.1889	112898.5941	129368.0454	141730.652	267548.6652	251953.1361	233406.9426	172593.2974	177702.2707	171269.4789	191931.0875	182869.0923	193437.7296	174816.3845	172652.7357	161546.6439	230385.6779	219302.0401	329268.6505	192878.4405	183560.1602	186155.6819
CshA	115428.9571	110648.247	118168.6622	34305.28419	38831.36333	63387.47705	166737.546	183065.6897	184196.4626	71166.60755	60616.1889	69412.13029	136674.3252	72108.10393	121901.676	31858.95851	76459.54115	87186.97231	218426.4133	173305.4988	224562.5449	67590.52529	41003.71567	49988.64503
ScrB	137002.8555	146392.9412	140374.1698	133392.9892	125251.9335	167836.893	159683.6124	132018.4032	120087.9121	135495.3806	146966.2857	134126.8706	128350.0339	122488.567	125491.932	145462.7518	150777.7956	110327.2902	118324.393	124633.1886	121996.7605	145922.0784	139316.4773	138388.2774
HutI	NA	NA	NA	NA	NA	2057.75776	8136.273546	NA	NA	107301.2603	92685.85485	109805.5181	NA	NA	NA	1099.562166	2109.048708	2450.085849	7568.413692	NA	NA	79706.87749	112825.5254	110663.0086
RecA	173049.1588	216594.5518	184912.4593	150307.7543	185124.6135	197288.2779	302237.6519	313227.6286	248319.1265	186888.3952	186342.8578	174529.9887	188477.8459	168372.0672	185117.0646	221944.9263	251821.9185	161121.3328	212540.9903	215630.6187	239689.582	172903.6963	192095.5719	192646.7436
SAOUHSC_02594	73562.75737	66418.29467	73172.10367	67364.83461	58613.51011	76896.37701	53408.20948	41574.82541	64891.8239	64852.53772	46218.80242	49007.48025	60890.97503	40060.13283	55066.74921	63493.62769	70238.14491	56792.495	55980.63867	20980.8232	53893.69914	58924.95919	43653.28938	51947.78087
RsbU	52626.84063	58197.01132	43050.85508	35932.67062	58895.63132	52927.09047	41236.38154	44118.97923	32500.25152	50517.73181	28353.90405	59206.30055	59218.24228	51082.46978	75396.64484	52387.56721	44559.68489	26646.97266	34638.49937	31601.52413	29235.67595	78365.81061	82846.1618	58963.72675
Ald1	8154.27148	3704.137792	8626.158494	3463.668575	NA	NA	NA	NA	NA	NA	NA	NA	28762.90128	13788.47822	14990.57872	12599.04607	12262.77066	10745.51804	3031.679601	NA	NA	NA	NA	1294.449769
SAOUHSC_00547	17240.93223	20791.34383	26388.64617	32909.14919	22916.00298	29027.44147	19895.58718	16373.81457	8326.563384	15328.27969	12163.49186	11343.87231	19594.77036	19601.8018	21280.41436	17946.99781	21398.50597	20342.57325	16861.98727	16123.23989	15595.41329	20691.83195	21164.58836	18158.11339
WhiA	13809.53738	19870.83877	17842.39147	3560.512998	18316.38673	8894.833391	22492.73274	27502.8111	17547.57023	9442.740189	12326.18468	7817.58012	13388.94152	14327.83661	19136.36193	12140.15216	6613.910563	4805.121605	15187.39074	19177.3789	15068.06247	9595.790218	10368.90684	6447.220637
DnaI	10404.31122	12067.54282	13214.88601	11971.02421	10440.18568	23888.11962	18727.73404	10095.73398	12686.35036	17503.31528	13927.47536	14562.71519	9613.776081	8569.099734	11337.84144	10600.39715	13370.59485	14373.97184	8418.85814	5281.835997	6987.231707	12479.36701	16775.68926	11065.70357
SAOUHSC_00369	154980.8383	122830.9988	145362.8371	121226.8409	123610.3244	150793.8056	118246.0192	97735.33581	117840.4119	105320.963	91777.82712	105064.7806	144422.7903	131945.6213	134358.3713	159019.6578	98578.53679	84801.79191	130005.5419	78010.53219	109847.4209	93173.59085	90094.1272	107057.5716
SAOUHSC_02297	127445.3182	118548.0633	127795.6158	59316.57442	43174.32051	78764.75032	155677.1553	174391.9195	168208.5483	85697.31729	96349.39453	97949.68517	109285.5586	81104.83326	92801.34108	84231.57703	76925.36835	69134.17586	151854.7361	109319.1297	140036.5066	91204.46473	89068.74818	90116.12497
SAOUHSC_00723	5773.378775	3329.845874	7782.127173	NA	NA	NA	9588.388397	4417.517182	6792.15322	NA	8033.866	5646.003242	7117.100272	NA	11604.11844	NA	5799.324257	5673.874322	4820.603216	5027.124953	8172.992637	NA	NA	4331.097822
SAOUHSC_01821	65173.9172	103488.9926	101852.2308	48265.95023	38778.32746	64041.1016	135625.1462	102978.0483	94159.34387	52215.31599	45012.62696	56370.28929	76391.92564	72227.43474	103058.6629	72854.76526	62769.2812	41453.51972	110449.5932	94068.99929	127914.8668	75669.79869	60687.36928	66085.31816
SAOUHSC_00603	49663.09615	41506.657	46073.06072	18594.82263	33334.55613	50191.95718	21621.66552	32156.11293	26024.03049	43497.71983	39218.59143	39793.55129	29180.18341	74630.41916	43991.56475	5588.554631	31059.6806	17716.31327	18823.90198	38219.6805	24251.55376	22374.78687	28106.48998	31294.08908
AtpC	144224.9349	154337.2773	204308.7138	81675.93269	84498.09259	116694.5787	282571.5403	206740.4443	163803.0493	137071.4927	119192.5091	103983.5525	146466.6357	178158.1325	109636.0586	115805.6986	123893.8473	92396.66291	127353.7339	151471.7341	168407.2132	136744.4835	108643.4941	114183.387
